disease_id,disease_name,symptom_id,symptom_name
DIS147,Polycystic Ovary Syndrome,SYM0448,irregular periods
DIS147,Polycystic Ovary Syndrome,SYM0092,weight gain
DIS147,Polycystic Ovary Syndrome,SYM0449,acne
DIS147,Polycystic Ovary Syndrome,SYM0450,excess hair growth
DIS147,Polycystic Ovary Syndrome,SYM0330,hair thinning
DIS147,Polycystic Ovary Syndrome,SYM0451,darkened skin
DIS147,Polycystic Ovary Syndrome,SYM0452,infertility
DIS148,Hypoparathyroidism,SYM0185,muscle cramps
DIS148,Hypoparathyroidism,SYM0191,tingling
DIS148,Hypoparathyroidism,SYM0131,seizures
DIS148,Hypoparathyroidism,SYM0066,dry skin
DIS148,Hypoparathyroidism,SYM0037,brittle nails
DIS148,Hypoparathyroidism,SYM0051,hair loss
DIS148,Hypoparathyroidism,SYM0453,cataracts
DIS149,Hyperparathyroidism,SYM0048,bone pain
DIS149,Hyperparathyroidism,SYM0454,kidney stones
DIS149,Hyperparathyroidism,SYM0014,abdominal pain
DIS149,Hyperparathyroidism,SYM0010,fatigue
DIS149,Hyperparathyroidism,SYM0050,depression
DIS149,Hyperparathyroidism,SYM0021,nausea
DIS149,Hyperparathyroidism,SYM0455,increased thirst
DIS150,Diabetes Insipidus,SYM0435,excessive thirst
DIS150,Diabetes Insipidus,SYM0456,excessive urination
DIS150,Diabetes Insipidus,SYM0457,dilute urine
DIS150,Diabetes Insipidus,SYM0032,dehydration
DIS150,Diabetes Insipidus,SYM0010,fatigue
DIS150,Diabetes Insipidus,SYM0035,dizziness
DIS150,Diabetes Insipidus,SYM0021,nausea
DIS151,Acromegaly,SYM0458,enlarged hands
DIS151,Acromegaly,SYM0459,enlarged feet
DIS151,Acromegaly,SYM0460,facial changes
DIS151,Acromegaly,SYM0025,joint pain
DIS151,Acromegaly,SYM0007,headache
DIS151,Acromegaly,SYM0152,vision problems
DIS151,Acromegaly,SYM0461,excessive sweating
DIS152,Gigantism,SYM0462,abnormal height
DIS152,Gigantism,SYM0463,large hands
DIS152,Gigantism,SYM0464,large feet
DIS152,Gigantism,SYM0465,delayed puberty
DIS152,Gigantism,SYM0007,headache
DIS152,Gigantism,SYM0152,vision problems
DIS152,Gigantism,SYM0015,weakness
DIS153,Congenital Hypothyroidism,SYM0466,poor feeding
DIS153,Congenital Hypothyroidism,SYM0075,jaundice
DIS153,Congenital Hypothyroidism,SYM0018,constipation
DIS153,Congenital Hypothyroidism,SYM0467,hoarse cry
DIS153,Congenital Hypothyroidism,SYM0468,slow growth
DIS153,Congenital Hypothyroidism,SYM0179,intellectual disability
DIS153,Congenital Hypothyroidism,SYM0469,puffy face
DIS154,Metabolic Syndrome,SYM0470,central obesity
DIS154,Metabolic Syndrome,SYM0471,high blood pressure
DIS154,Metabolic Syndrome,SYM0472,high blood sugar
DIS154,Metabolic Syndrome,SYM0473,abnormal cholesterol
DIS154,Metabolic Syndrome,SYM0010,fatigue
DIS154,Metabolic Syndrome,SYM0455,increased thirst
DIS154,Metabolic Syndrome,SYM0436,frequent urination
DIS155,Adrenal Insufficiency,SYM0010,fatigue
DIS155,Adrenal Insufficiency,SYM0049,muscle weakness
DIS155,Adrenal Insufficiency,SYM0064,weight loss
DIS155,Adrenal Insufficiency,SYM0021,nausea
DIS155,Adrenal Insufficiency,SYM0030,vomiting
DIS155,Adrenal Insufficiency,SYM0070,low blood pressure
DIS155,Adrenal Insufficiency,SYM0446,darkening of skin
DIS156,Pituitary Adenoma,SYM0007,headache
DIS156,Pituitary Adenoma,SYM0152,vision problems
DIS156,Pituitary Adenoma,SYM0474,hormonal imbalance
DIS156,Pituitary Adenoma,SYM0010,fatigue
DIS156,Pituitary Adenoma,SYM0475,weight changes
DIS156,Pituitary Adenoma,SYM0452,infertility
DIS156,Pituitary Adenoma,SYM0056,mood changes
DIS157,Conn's Syndrome,SYM0471,high blood pressure
DIS157,Conn's Syndrome,SYM0049,muscle weakness
DIS157,Conn's Syndrome,SYM0456,excessive urination
DIS157,Conn's Syndrome,SYM0007,headache
DIS157,Conn's Syndrome,SYM0010,fatigue
DIS157,Conn's Syndrome,SYM0054,numbness
DIS157,Conn's Syndrome,SYM0476,vision changes
DIS158,Phaeochromocytoma,SYM0471,high blood pressure
DIS158,Phaeochromocytoma,SYM0007,headache
DIS158,Phaeochromocytoma,SYM0020,sweating
DIS158,Phaeochromocytoma,SYM0085,palpitations
DIS158,Phaeochromocytoma,SYM0142,tremors
DIS158,Phaeochromocytoma,SYM0099,anxiety
DIS158,Phaeochromocytoma,SYM0014,abdominal pain
DIS159,Thyroid Nodule,SYM0477,lump in throat
DIS159,Thyroid Nodule,SYM0126,swallowing difficulty
DIS159,Thyroid Nodule,SYM0125,hoarseness
DIS159,Thyroid Nodule,SYM0208,neck pain
DIS159,Thyroid Nodule,SYM0174,breathing difficulty
DIS159,Thyroid Nodule,SYM0006,cough
DIS159,Thyroid Nodule,SYM0478,hyperthyroid symptoms
DIS160,Goitre,SYM0479,swollen neck
DIS160,Goitre,SYM0006,cough
DIS160,Goitre,SYM0126,swallowing difficulty
DIS160,Goitre,SYM0125,hoarseness
DIS160,Goitre,SYM0035,dizziness
DIS160,Goitre,SYM0174,breathing difficulty
DIS160,Goitre,SYM0480,tight feeling in throat
DIS161,Chronic Kidney Disease,SYM0010,fatigue
DIS161,Chronic Kidney Disease,SYM0101,swelling
DIS161,Chronic Kidney Disease,SYM0034,shortness of breath
DIS161,Chronic Kidney Disease,SYM0072,decreased urine
DIS161,Chronic Kidney Disease,SYM0021,nausea
DIS161,Chronic Kidney Disease,SYM0015,weakness
DIS161,Chronic Kidney Disease,SYM0045,confusion
DIS162,Acute Kidney Injury,SYM0072,decreased urine
DIS162,Acute Kidney Injury,SYM0089,leg swelling
DIS162,Acute Kidney Injury,SYM0062,breathlessness
DIS162,Acute Kidney Injury,SYM0010,fatigue
DIS162,Acute Kidney Injury,SYM0045,confusion
DIS162,Acute Kidney Injury,SYM0021,nausea
DIS162,Acute Kidney Injury,SYM0059,chest pain
DIS163,Glomerulonephritis,SYM0481,blood in urine
DIS163,Glomerulonephritis,SYM0482,foamy urine
DIS163,Glomerulonephritis,SYM0471,high blood pressure
DIS163,Glomerulonephritis,SYM0101,swelling
DIS163,Glomerulonephritis,SYM0010,fatigue
DIS163,Glomerulonephritis,SYM0021,nausea
DIS163,Glomerulonephritis,SYM0042,decreased urination
DIS164,Nephrotic Syndrome,SYM0482,foamy urine
DIS164,Nephrotic Syndrome,SYM0101,swelling
DIS164,Nephrotic Syndrome,SYM0092,weight gain
DIS164,Nephrotic Syndrome,SYM0010,fatigue
DIS164,Nephrotic Syndrome,SYM0016,loss of appetite
DIS164,Nephrotic Syndrome,SYM0483,frothy urine
DIS164,Nephrotic Syndrome,SYM0471,high blood pressure
DIS165,Kidney Stones,SYM0484,severe flank pain
DIS165,Kidney Stones,SYM0481,blood in urine
DIS165,Kidney Stones,SYM0021,nausea
DIS165,Kidney Stones,SYM0030,vomiting
DIS165,Kidney Stones,SYM0436,frequent urination
DIS165,Kidney Stones,SYM0485,burning urination
DIS165,Kidney Stones,SYM0486,cloudy urine
DIS166,Urinary Tract Infection,SYM0485,burning urination
DIS166,Urinary Tract Infection,SYM0436,frequent urination
DIS166,Urinary Tract Infection,SYM0486,cloudy urine
DIS166,Urinary Tract Infection,SYM0487,foul-smelling urine
DIS166,Urinary Tract Infection,SYM0488,pelvic pain
DIS166,Urinary Tract Infection,SYM0027,fever
DIS166,Urinary Tract Infection,SYM0481,blood in urine
DIS167,Polycystic Kidney Disease,SYM0052,back pain
DIS167,Polycystic Kidney Disease,SYM0014,abdominal pain
DIS167,Polycystic Kidney Disease,SYM0471,high blood pressure
DIS167,Polycystic Kidney Disease,SYM0481,blood in urine
DIS167,Polycystic Kidney Disease,SYM0007,headache
DIS167,Polycystic Kidney Disease,SYM0454,kidney stones
DIS167,Polycystic Kidney Disease,SYM0436,frequent urination
DIS168,Renal Artery Stenosis,SYM0471,high blood pressure
DIS168,Renal Artery Stenosis,SYM0489,decreased kidney function
DIS168,Renal Artery Stenosis,SYM0089,leg swelling
DIS168,Renal Artery Stenosis,SYM0007,headache
DIS168,Renal Artery Stenosis,SYM0034,shortness of breath
DIS168,Renal Artery Stenosis,SYM0490,elevated creatinine
DIS168,Renal Artery Stenosis,SYM0010,fatigue
DIS169,Lupus Nephritis,SYM0481,blood in urine
DIS169,Lupus Nephritis,SYM0482,foamy urine
DIS169,Lupus Nephritis,SYM0089,leg swelling
DIS169,Lupus Nephritis,SYM0471,high blood pressure
DIS169,Lupus Nephritis,SYM0010,fatigue
DIS169,Lupus Nephritis,SYM0025,joint pain
DIS169,Lupus Nephritis,SYM0017,rash
DIS170,Interstitial Nephritis,SYM0072,decreased urine
DIS170,Interstitial Nephritis,SYM0027,fever
DIS170,Interstitial Nephritis,SYM0017,rash
DIS170,Interstitial Nephritis,SYM0481,blood in urine
DIS170,Interstitial Nephritis,SYM0021,nausea
DIS170,Interstitial Nephritis,SYM0010,fatigue
DIS170,Interstitial Nephritis,SYM0045,confusion
DIS171,Hydronephrosis,SYM0052,back pain
DIS171,Hydronephrosis,SYM0491,side pain
DIS171,Hydronephrosis,SYM0021,nausea
DIS171,Hydronephrosis,SYM0030,vomiting
DIS171,Hydronephrosis,SYM0436,frequent urination
DIS171,Hydronephrosis,SYM0492,pain while urinating
DIS171,Hydronephrosis,SYM0027,fever
DIS172,Renal Tubular Acidosis,SYM0010,fatigue
DIS172,Renal Tubular Acidosis,SYM0049,muscle weakness
DIS172,Renal Tubular Acidosis,SYM0048,bone pain
DIS172,Renal Tubular Acidosis,SYM0454,kidney stones
DIS172,Renal Tubular Acidosis,SYM0493,growth retardation
DIS172,Renal Tubular Acidosis,SYM0436,frequent urination
DIS172,Renal Tubular Acidosis,SYM0038,thirst
DIS173,Alport Syndrome,SYM0481,blood in urine
DIS173,Alport Syndrome,SYM0259,hearing loss
DIS173,Alport Syndrome,SYM0152,vision problems
DIS173,Alport Syndrome,SYM0471,high blood pressure
DIS173,Alport Syndrome,SYM0494,kidney failure
DIS173,Alport Syndrome,SYM0482,foamy urine
DIS173,Alport Syndrome,SYM0010,fatigue
DIS174,Diabetic Nephropathy,SYM0482,foamy urine
DIS174,Diabetic Nephropathy,SYM0101,swelling
DIS174,Diabetic Nephropathy,SYM0471,high blood pressure
DIS174,Diabetic Nephropathy,SYM0010,fatigue
DIS174,Diabetic Nephropathy,SYM0021,nausea
DIS174,Diabetic Nephropathy,SYM0072,decreased urine
DIS174,Diabetic Nephropathy,SYM0045,confusion
DIS175,Renal Cell Carcinoma,SYM0481,blood in urine
DIS175,Renal Cell Carcinoma,SYM0052,back pain
DIS175,Renal Cell Carcinoma,SYM0495,abdominal mass
DIS175,Renal Cell Carcinoma,SYM0064,weight loss
DIS175,Renal Cell Carcinoma,SYM0010,fatigue
DIS175,Renal Cell Carcinoma,SYM0027,fever
DIS175,Renal Cell Carcinoma,SYM0471,high blood pressure
DIS176,Bladder Cancer,SYM0481,blood in urine
DIS176,Bladder Cancer,SYM0436,frequent urination
DIS176,Bladder Cancer,SYM0496,painful urination
DIS176,Bladder Cancer,SYM0052,back pain
DIS176,Bladder Cancer,SYM0488,pelvic pain
DIS176,Bladder Cancer,SYM0064,weight loss
DIS176,Bladder Cancer,SYM0010,fatigue
DIS177,Pyelonephritis,SYM0052,back pain
DIS177,Pyelonephritis,SYM0027,fever
DIS177,Pyelonephritis,SYM0012,chills
DIS177,Pyelonephritis,SYM0021,nausea
DIS177,Pyelonephritis,SYM0030,vomiting
DIS177,Pyelonephritis,SYM0496,painful urination
DIS177,Pyelonephritis,SYM0436,frequent urination
DIS178,Nephrolithiasis,SYM0497,severe pain
DIS178,Nephrolithiasis,SYM0481,blood in urine
DIS178,Nephrolithiasis,SYM0021,nausea
DIS178,Nephrolithiasis,SYM0030,vomiting
DIS178,Nephrolithiasis,SYM0027,fever
DIS178,Nephrolithiasis,SYM0012,chills
DIS178,Nephrolithiasis,SYM0486,cloudy urine
DIS179,Minimal Change Disease,SYM0498,oedema
DIS179,Minimal Change Disease,SYM0482,foamy urine
DIS179,Minimal Change Disease,SYM0092,weight gain
DIS179,Minimal Change Disease,SYM0010,fatigue
DIS179,Minimal Change Disease,SYM0016,loss of appetite
DIS179,Minimal Change Disease,SYM0471,high blood pressure
DIS179,Minimal Change Disease,SYM0499,low urine output
DIS180,IgA Nephropathy,SYM0481,blood in urine
DIS180,IgA Nephropathy,SYM0482,foamy urine
DIS180,IgA Nephropathy,SYM0471,high blood pressure
DIS180,IgA Nephropathy,SYM0089,leg swelling
DIS180,IgA Nephropathy,SYM0052,back pain
DIS180,IgA Nephropathy,SYM0010,fatigue
DIS180,IgA Nephropathy,SYM0042,decreased urination
DIS181,Benign Prostatic Hyperplasia,SYM0436,frequent urination
DIS181,Benign Prostatic Hyperplasia,SYM0500,weak urine stream
DIS181,Benign Prostatic Hyperplasia,SYM0501,difficulty starting urination
DIS181,Benign Prostatic Hyperplasia,SYM0502,dribbling
DIS181,Benign Prostatic Hyperplasia,SYM0503,incomplete bladder emptying
DIS181,Benign Prostatic Hyperplasia,SYM0504,night urination
DIS181,Benign Prostatic Hyperplasia,SYM0505,urinary retention
DIS182,Prostate Cancer,SYM0506,difficulty urinating
DIS182,Prostate Cancer,SYM0481,blood in urine
DIS182,Prostate Cancer,SYM0488,pelvic pain
DIS182,Prostate Cancer,SYM0048,bone pain
DIS182,Prostate Cancer,SYM0507,erectile dysfunction
DIS182,Prostate Cancer,SYM0064,weight loss
DIS182,Prostate Cancer,SYM0010,fatigue
DIS183,Erectile Dysfunction,SYM0508,difficulty achieving erection
DIS183,Erectile Dysfunction,SYM0509,difficulty maintaining erection
DIS183,Erectile Dysfunction,SYM0510,reduced desire
DIS183,Erectile Dysfunction,SYM0099,anxiety
DIS183,Erectile Dysfunction,SYM0050,depression
DIS183,Erectile Dysfunction,SYM0511,relationship problems
DIS183,Erectile Dysfunction,SYM0512,stress
DIS184,Testicular Cancer,SYM0513,testicular lump
DIS184,Testicular Cancer,SYM0514,testicular swelling
DIS184,Testicular Cancer,SYM0515,dull ache
DIS184,Testicular Cancer,SYM0516,heaviness in scrotum
DIS184,Testicular Cancer,SYM0052,back pain
DIS184,Testicular Cancer,SYM0517,breast tenderness
DIS184,Testicular Cancer,SYM0010,fatigue
DIS185,Varicocele,SYM0518,scrotal pain
DIS185,Varicocele,SYM0519,testicular atrophy
DIS185,Varicocele,SYM0520,fertility problems
DIS185,Varicocele,SYM0521,scrotal heaviness
DIS185,Varicocele,SYM0515,dull ache
DIS185,Varicocele,SYM0522,visible veins
DIS185,Varicocele,SYM0523,dragging sensation
DIS186,Hydrocele,SYM0524,scrotal swelling
DIS186,Hydrocele,SYM0525,painless swelling
DIS186,Hydrocele,SYM0526,heaviness
DIS186,Hydrocele,SYM0381,discomfort
DIS186,Hydrocele,SYM0527,pain on squeezing
DIS186,Hydrocele,SYM0528,translucency on light
DIS186,Hydrocele,SYM0529,smooth swelling
DIS187,Epididymitis,SYM0518,scrotal pain
DIS187,Epididymitis,SYM0101,swelling
DIS187,Epididymitis,SYM0104,redness
DIS187,Epididymitis,SYM0105,warmth
DIS187,Epididymitis,SYM0027,fever
DIS187,Epididymitis,SYM0530,discharge
DIS187,Epididymitis,SYM0531,pain with urination
DIS188,Peyronie's Disease,SYM0532,penile curvature
DIS188,Peyronie's Disease,SYM0533,painful erection
DIS188,Peyronie's Disease,SYM0534,reduced length
DIS188,Peyronie's Disease,SYM0507,erectile dysfunction
DIS188,Peyronie's Disease,SYM0535,scar tissue
DIS188,Peyronie's Disease,SYM0536,plaque
DIS188,Peyronie's Disease,SYM0248,pain
DIS189,Urethral Stricture,SYM0500,weak urine stream
DIS189,Urethral Stricture,SYM0537,straining
DIS189,Urethral Stricture,SYM0502,dribbling
DIS189,Urethral Stricture,SYM0538,incomplete emptying
DIS189,Urethral Stricture,SYM0539,urinary tract infection
DIS189,Urethral Stricture,SYM0481,blood in urine
DIS189,Urethral Stricture,SYM0505,urinary retention
DIS190,Interstitial Cystitis,SYM0488,pelvic pain
DIS190,Interstitial Cystitis,SYM0436,frequent urination
DIS190,Interstitial Cystitis,SYM0369,urgency
DIS190,Interstitial Cystitis,SYM0540,pain during intercourse
DIS190,Interstitial Cystitis,SYM0541,pain with bladder filling
DIS190,Interstitial Cystitis,SYM0542,pressure
DIS190,Interstitial Cystitis,SYM0285,burning
DIS191,Overactive Bladder,SYM0543,sudden urge to urinate
DIS191,Overactive Bladder,SYM0436,frequent urination
DIS191,Overactive Bladder,SYM0544,incontinence
DIS191,Overactive Bladder,SYM0504,night urination
DIS191,Overactive Bladder,SYM0369,urgency
DIS191,Overactive Bladder,SYM0545,pelvic discomfort
DIS191,Overactive Bladder,SYM0099,anxiety
DIS192,Urinary Incontinence,SYM0546,urine leakage
DIS192,Urinary Incontinence,SYM0369,urgency
DIS192,Urinary Incontinence,SYM0547,stress incontinence
DIS192,Urinary Incontinence,SYM0548,overflow incontinence
DIS192,Urinary Incontinence,SYM0436,frequent urination
DIS192,Urinary Incontinence,SYM0504,night urination
DIS192,Urinary Incontinence,SYM0549,weak pelvic floor
DIS193,Cryptorchidism,SYM0550,absent testicle
DIS193,Cryptorchidism,SYM0551,inguinal swelling
DIS193,Cryptorchidism,SYM0452,infertility
DIS193,Cryptorchidism,SYM0474,hormonal imbalance
DIS193,Cryptorchidism,SYM0248,pain
DIS193,Cryptorchidism,SYM0519,testicular atrophy
DIS193,Cryptorchidism,SYM0552,increased cancer risk
DIS194,Phimosis,SYM0553,tight foreskin
DIS194,Phimosis,SYM0554,pain during erection
DIS194,Phimosis,SYM0555,difficulty retracting foreskin
DIS194,Phimosis,SYM0556,urinary problems
DIS194,Phimosis,SYM0104,redness
DIS194,Phimosis,SYM0101,swelling
DIS194,Phimosis,SYM0557,recurrent infections
DIS195,Priapism,SYM0558,prolonged erection
DIS195,Priapism,SYM0533,painful erection
DIS195,Priapism,SYM0559,penile rigidity
DIS195,Priapism,SYM0099,anxiety
DIS195,Priapism,SYM0021,nausea
DIS195,Priapism,SYM0035,dizziness
DIS195,Priapism,SYM0027,fever
DIS196,Kidney Infection,SYM0052,back pain
DIS196,Kidney Infection,SYM0027,fever
DIS196,Kidney Infection,SYM0012,chills
DIS196,Kidney Infection,SYM0021,nausea
DIS196,Kidney Infection,SYM0030,vomiting
DIS196,Kidney Infection,SYM0496,painful urination
DIS196,Kidney Infection,SYM0481,blood in urine
DIS197,Urinary Retention,SYM0560,inability to urinate
DIS197,Urinary Retention,SYM0379,lower abdominal pain
DIS197,Urinary Retention,SYM0537,straining
DIS197,Urinary Retention,SYM0561,weak stream
DIS197,Urinary Retention,SYM0436,frequent urination
DIS197,Urinary Retention,SYM0548,overflow incontinence
DIS197,Urinary Retention,SYM0381,discomfort
DIS198,Ureteral Calculi,SYM0484,severe flank pain
DIS198,Ureteral Calculi,SYM0481,blood in urine
DIS198,Ureteral Calculi,SYM0021,nausea
DIS198,Ureteral Calculi,SYM0030,vomiting
DIS198,Ureteral Calculi,SYM0027,fever
DIS198,Ureteral Calculi,SYM0562,urinary frequency
DIS198,Ureteral Calculi,SYM0563,radiating pain
DIS199,Bladder Prolapse,SYM0564,pelvic pressure
DIS199,Bladder Prolapse,SYM0565,urinary incontinence
DIS199,Bladder Prolapse,SYM0506,difficulty urinating
DIS199,Bladder Prolapse,SYM0557,recurrent infections
DIS199,Bladder Prolapse,SYM0488,pelvic pain
DIS199,Bladder Prolapse,SYM0566,uncomfortable intercourse
DIS199,Bladder Prolapse,SYM0261,lower back pain
DIS200,Vesicoureteral Reflux,SYM0567,recurrent urinary infections
DIS200,Vesicoureteral Reflux,SYM0568,bedwetting
DIS200,Vesicoureteral Reflux,SYM0027,fever
DIS200,Vesicoureteral Reflux,SYM0052,back pain
DIS200,Vesicoureteral Reflux,SYM0436,frequent urination
DIS200,Vesicoureteral Reflux,SYM0485,burning urination
DIS200,Vesicoureteral Reflux,SYM0569,kidney damage
DIS201,Endometriosis,SYM0488,pelvic pain
DIS201,Endometriosis,SYM0570,painful periods
DIS201,Endometriosis,SYM0540,pain during intercourse
DIS201,Endometriosis,SYM0452,infertility
DIS201,Endometriosis,SYM0571,heavy periods
DIS201,Endometriosis,SYM0572,pain during bowel movements
DIS201,Endometriosis,SYM0010,fatigue
DIS202,Uterine Fibroids,SYM0571,heavy periods
DIS202,Uterine Fibroids,SYM0564,pelvic pressure
DIS202,Uterine Fibroids,SYM0436,frequent urination
DIS202,Uterine Fibroids,SYM0018,constipation
DIS202,Uterine Fibroids,SYM0573,backache
DIS202,Uterine Fibroids,SYM0103,leg pain
DIS202,Uterine Fibroids,SYM0574,prolonged periods
DIS203,Ovarian Cyst,SYM0488,pelvic pain
DIS203,Ovarian Cyst,SYM0359,bloating
DIS203,Ovarian Cyst,SYM0448,irregular periods
DIS203,Ovarian Cyst,SYM0575,painful intercourse
DIS203,Ovarian Cyst,SYM0436,frequent urination
DIS203,Ovarian Cyst,SYM0021,nausea
DIS203,Ovarian Cyst,SYM0564,pelvic pressure
DIS204,Cervical Cancer,SYM0576,vaginal bleeding
DIS204,Cervical Cancer,SYM0577,unusual discharge
DIS204,Cervical Cancer,SYM0488,pelvic pain
DIS204,Cervical Cancer,SYM0540,pain during intercourse
DIS204,Cervical Cancer,SYM0052,back pain
DIS204,Cervical Cancer,SYM0089,leg swelling
DIS204,Cervical Cancer,SYM0064,weight loss
DIS205,Ovarian Cancer,SYM0374,abdominal bloating
DIS205,Ovarian Cancer,SYM0488,pelvic pain
DIS205,Ovarian Cancer,SYM0578,quick satiety
DIS205,Ovarian Cancer,SYM0579,urinary urgency
DIS205,Ovarian Cancer,SYM0064,weight loss
DIS205,Ovarian Cancer,SYM0010,fatigue
DIS205,Ovarian Cancer,SYM0018,constipation
DIS206,Uterine Cancer,SYM0580,abnormal vaginal bleeding
DIS206,Uterine Cancer,SYM0488,pelvic pain
DIS206,Uterine Cancer,SYM0540,pain during intercourse
DIS206,Uterine Cancer,SYM0506,difficulty urinating
DIS206,Uterine Cancer,SYM0064,weight loss
DIS206,Uterine Cancer,SYM0010,fatigue
DIS206,Uterine Cancer,SYM0581,vaginal discharge
DIS207,Polycystic Ovarian Syndrome,SYM0448,irregular periods
DIS207,Polycystic Ovarian Syndrome,SYM0092,weight gain
DIS207,Polycystic Ovarian Syndrome,SYM0582,excess hair
DIS207,Polycystic Ovarian Syndrome,SYM0449,acne
DIS207,Polycystic Ovarian Syndrome,SYM0583,thinning hair
DIS207,Polycystic Ovarian Syndrome,SYM0584,darkening skin
DIS207,Polycystic Ovarian Syndrome,SYM0452,infertility
DIS208,Pelvic Inflammatory Disease,SYM0379,lower abdominal pain
DIS208,Pelvic Inflammatory Disease,SYM0027,fever
DIS208,Pelvic Inflammatory Disease,SYM0577,unusual discharge
DIS208,Pelvic Inflammatory Disease,SYM0575,painful intercourse
DIS208,Pelvic Inflammatory Disease,SYM0585,irregular bleeding
DIS208,Pelvic Inflammatory Disease,SYM0496,painful urination
DIS208,Pelvic Inflammatory Disease,SYM0052,back pain
DIS209,Vaginitis,SYM0581,vaginal discharge
DIS209,Vaginitis,SYM0284,itching
DIS209,Vaginitis,SYM0586,odour
DIS209,Vaginitis,SYM0285,burning
DIS209,Vaginitis,SYM0104,redness
DIS209,Vaginitis,SYM0101,swelling
DIS209,Vaginitis,SYM0496,painful urination
DIS210,Menorrhagia,SYM0587,heavy bleeding
DIS210,Menorrhagia,SYM0574,prolonged periods
DIS210,Menorrhagia,SYM0378,anaemia
DIS210,Menorrhagia,SYM0010,fatigue
DIS210,Menorrhagia,SYM0394,cramping
DIS210,Menorrhagia,SYM0588,passing large clots
DIS210,Menorrhagia,SYM0589,soaking pads hourly
DIS211,Dysmenorrhoea,SYM0570,painful periods
DIS211,Dysmenorrhoea,SYM0394,cramping
DIS211,Dysmenorrhoea,SYM0261,lower back pain
DIS211,Dysmenorrhoea,SYM0021,nausea
DIS211,Dysmenorrhoea,SYM0030,vomiting
DIS211,Dysmenorrhoea,SYM0029,diarrhoea
DIS211,Dysmenorrhoea,SYM0007,headache
DIS212,Premature Ovarian Insufficiency,SYM0448,irregular periods
DIS212,Premature Ovarian Insufficiency,SYM0590,hot flashes
DIS212,Premature Ovarian Insufficiency,SYM0102,night sweats
DIS212,Premature Ovarian Insufficiency,SYM0591,vaginal dryness
DIS212,Premature Ovarian Insufficiency,SYM0056,mood changes
DIS212,Premature Ovarian Insufficiency,SYM0411,difficulty concentrating
DIS212,Premature Ovarian Insufficiency,SYM0452,infertility
DIS213,Ectopic Pregnancy,SYM0592,sharp pelvic pain
DIS213,Ectopic Pregnancy,SYM0576,vaginal bleeding
DIS213,Ectopic Pregnancy,SYM0097,shoulder pain
DIS213,Ectopic Pregnancy,SYM0035,dizziness
DIS213,Ectopic Pregnancy,SYM0021,nausea
DIS213,Ectopic Pregnancy,SYM0015,weakness
DIS213,Ectopic Pregnancy,SYM0094,fainting
DIS214,Preeclampsia,SYM0471,high blood pressure
DIS214,Preeclampsia,SYM0593,protein in urine
DIS214,Preeclampsia,SYM0007,headache
DIS214,Preeclampsia,SYM0476,vision changes
DIS214,Preeclampsia,SYM0014,abdominal pain
DIS214,Preeclampsia,SYM0101,swelling
DIS214,Preeclampsia,SYM0021,nausea
DIS215,Gestational Diabetes,SYM0455,increased thirst
DIS215,Gestational Diabetes,SYM0436,frequent urination
DIS215,Gestational Diabetes,SYM0010,fatigue
DIS215,Gestational Diabetes,SYM0021,nausea
DIS215,Gestational Diabetes,SYM0083,blurred vision
DIS215,Gestational Diabetes,SYM0007,headache
DIS215,Gestational Diabetes,SYM0557,recurrent infections
DIS216,Vulvodynia,SYM0594,chronic vulvar pain
DIS216,Vulvodynia,SYM0285,burning
DIS216,Vulvodynia,SYM0595,stinging
DIS216,Vulvodynia,SYM0596,rawness
DIS216,Vulvodynia,SYM0284,itching
DIS216,Vulvodynia,SYM0597,throbbing
DIS216,Vulvodynia,SYM0575,painful intercourse
DIS217,Bartholin Cyst,SYM0598,vulvar lump
DIS217,Bartholin Cyst,SYM0248,pain
DIS217,Bartholin Cyst,SYM0101,swelling
DIS217,Bartholin Cyst,SYM0599,discomfort when walking
DIS217,Bartholin Cyst,SYM0540,pain during intercourse
DIS217,Bartholin Cyst,SYM0027,fever
DIS217,Bartholin Cyst,SYM0222,tenderness
DIS218,Amenorrhoea,SYM0600,absent periods
DIS218,Amenorrhoea,SYM0475,weight changes
DIS218,Amenorrhoea,SYM0582,excess hair
DIS218,Amenorrhoea,SYM0449,acne
DIS218,Amenorrhoea,SYM0601,nipple discharge
DIS218,Amenorrhoea,SYM0007,headache
DIS218,Amenorrhoea,SYM0476,vision changes
DIS219,Menopausal Syndrome,SYM0590,hot flashes
DIS219,Menopausal Syndrome,SYM0102,night sweats
DIS219,Menopausal Syndrome,SYM0448,irregular periods
DIS219,Menopausal Syndrome,SYM0591,vaginal dryness
DIS219,Menopausal Syndrome,SYM0056,mood changes
DIS219,Menopausal Syndrome,SYM0602,sleep problems
DIS219,Menopausal Syndrome,SYM0092,weight gain
DIS220,Gestational Hypertension,SYM0471,high blood pressure
DIS220,Gestational Hypertension,SYM0007,headache
DIS220,Gestational Hypertension,SYM0101,swelling
DIS220,Gestational Hypertension,SYM0476,vision changes
DIS220,Gestational Hypertension,SYM0014,abdominal pain
DIS220,Gestational Hypertension,SYM0042,decreased urination
DIS220,Gestational Hypertension,SYM0021,nausea
DIS221,Childhood Asthma,SYM0396,wheezing
DIS221,Childhood Asthma,SYM0034,shortness of breath
DIS221,Childhood Asthma,SYM0006,cough
DIS221,Childhood Asthma,SYM0095,chest tightness
